Terminal log file
Date: 27.12.2020 - 16:18:11
-----------------------------------------------
100000;100000;437;6365;3082;3283
100000;100000;437;6251;2974;3277
100000;100000;437;6233;2932;3301
100000;100000;437;6544;3233;3311
100000;100000;437;6543;3259;3284
100000;100000;437;5892;2634;3258
100000;100000;437;5259;1991;3268
100000;100000;437;6554;3243;3311
100000;100000;437;6548;3256;3292
100000;100000;437;6362;3088;3274
100000;100000;438;6465;3187;3278
100000;100000;438;6478;3166;3312
100000;100000;438;6475;3173;3302
100000;100000;438;6447;3181;3266
100000;100000;438;6460;3182;3278
100000;100000;438;6475;3172;3303
100000;100000;438;6475;3171;3304
100000;100000;439;6452;3185;3267
100000;100000;439;6531;3258;3273
100000;100000;439;6557;3258;3299
100000;100000;439;6561;3260;3301
100000;100000;439;6538;3265;3273
100000;100000;440;6545;3277;3268
100000;100000;440;6548;3255;3293
100000;100000;440;6556;3264;3292
100000;100000;441;6536;3266;3270
100000;100000;441;6541;3277;3264
100000;100000;441;6547;3258;3289
100000;100000;441;6561;3257;3304
100000;100000;442;6539;3262;3277
100000;100000;443;6532;3275;3257
100000;100000;443;6540;3259;3281
100000;100000;443;6554;3252;3302
100000;100000;444;6554;3260;3294
100000;100000;444;6532;3268;3264
100000;100000;444;6536;3274;3262
100000;100000;445;6541;3254;3287
100000;100000;445;6553;3261;3292
100000;100000;446;6532;3261;3271
100000;100000;446;6543;3275;3268
100000;100000;447;6533;3262;3271
100000;100000;447;6548;3265;3283
100000;100000;448;6536;3258;3278
100000;100000;449;6546;3269;3277
100000;100000;449;6531;3264;3267
100000;100000;450;6532;3274;3258
100000;100000;451;6532;3261;3271
100000;100000;451;6547;3258;3289
100000;100000;452;6541;3260;3281
100000;100000;452;6509;3246;3263
100000;100000;453;6412;3193;3219
100000;100000;454;6599;3319;3280
100000;100000;454;6616;3325;3291
100000;100000;455;6652;3394;3258
100000;100000;455;6645;3385;3260
100000;100000;456;6510;3234;3276
100000;100000;457;6529;3241;3288
100000;100000;458;6517;3251;3266
100000;100000;459;6504;3259;3245
100000;100000;459;6506;3250;3256
100000;100000;460;6514;3239;3275
100000;100000;461;6510;3241;3269
100000;100000;461;6473;3216;3257
100000;100000;462;6471;3210;3261
100000;100000;463;6453;3193;3260
100000;100000;464;6481;3203;3278
100000;100000;464;6461;3191;3270
100000;100000;465;6470;3211;3259
100000;100000;466;6474;3229;3245
100000;100000;467;6502;3244;3258
100000;100000;468;6490;3214;3276
100000;100000;468;6496;3223;3273
100000;100000;469;6487;3238;3249
100000;100000;470;6465;3228;3237
100000;100000;471;6455;3200;3255
100000;100000;472;6465;3185;3280
100000;100000;472;6454;3195;3259
100000;100000;473;6432;3195;3237
100000;100000;474;6438;3195;3243
100000;100000;475;6445;3172;3273
100000;100000;476;6438;3171;3267
100000;100000;477;6422;3185;3237
100000;100000;478;6425;3195;3230
100000;100000;479;6432;3173;3259
100000;100000;480;6437;3178;3259
100000;100000;481;6418;3177;3241
100000;100000;481;6422;3187;3235
100000;100000;482;6417;3169;3248
100000;100000;483;6439;3176;3263
100000;100000;484;6420;3165;3255
100000;100000;485;6418;3184;3234
100000;100000;486;6421;3181;3240
100000;100000;487;6483;3237;3246
100000;100000;488;6474;3222;3252
